Chip_000	39DF	ITuttiError; TPPadError; PORCycleError; 
Chip_068	190F	MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; PORCycleError; COMError; 
Chip_068	1D1F	ITuttiError; IPariError; IDispariError; TPPadError; COMError; 
Chip_069	19EF	MISOError; TPPadError; PORCycleError; COMError; 
Chip_069	1CED	POR AvvioError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; IDisError; TPPadError; COMError; 
Chip_069	1F8D	POR AvvioError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; COMError; 
Chip_070	190D	POR AvvioError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; PORCycleError; COMError; 
Chip_070	1D0F	Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; COMError; 
Chip_070	1C2D	POR AvvioError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; IPariError; IDispariError; IDisError; TPPadError; COMError; 
Chip_071	1F0F	MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; COMError; 
Chip_071	1FFF	COMError; 
Chip_071	3FEF	Out6Error; 
Chip_072	3FCF	Out5Error; ITuttiError; 
Chip_072	1FFD	POR AvvioError; COMError; 
Chip_072	1BFD	POR AvvioError; PORCycleError; COMError; 
Chip_073	1FDF	ITuttiError; COMError; 
Chip_073	190D	POR AvvioError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; PORCycleError; COMError; 
Chip_073	1D0F	MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; COMError; 
Chip_074	1F6F	MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; IDispariError; COMError; 
Chip_074	1FEF	Out6Error; COMError; 
Chip_074	19FD	POR AvvioError; TPPadError; PORCycleError; COMError; 
Chip_075	1FDF	ITuttiError; COMError; 
Chip_075	190D	POR AvvioError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; PORCycleError; COMError; 
Chip_075	1F0F	MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; COMError; 
Chip_076	1D0E	POError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; COMError; 
Chip_076	1D0E	POError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; COMError; 
Chip_076	1B0C	POError; POR AvvioError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; PORCycleError; COMError; 
Chip_077	37FF	SCurveError; 
Chip_077	1F0D	POR AvvioError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; COMError; 
Chip_077	37FF	SCurveError; 
Chip_078	19ED	POR AvvioError; Out1Error; TPPadError; PORCycleError; COMError; 
Chip_078	3FEF	Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; 
Chip_078	3FEF	Out0Error; 
Chip_079	1FFD	POR AvvioError; COMError; 
Chip_079	37FF	SCurveError; 
Chip_079	1F0F	Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; COMError; 
Chip_080	1F0E	POError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; COMError; 
Chip_080	190C	POError; POR AvvioError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; TPPadError; PORCycleError; COMError; 
Chip_080	1E0D	POR AvvioError; MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out7Error; ITuttiError; IPariError; IDispariError; IDisError; COMError; 
Chip_081	1E2F	Out1Error; IPariError; IDispariError; IDisError; COMError; 
Chip_081	1F9D	POR AvvioError; ITuttiError; IPariError; COMError; 
Chip_081	1FED	POR AvvioError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; COMError; 
Chip_082	3FEF	Out6Error; 
Chip_082	37FF	SCurveError; 
Chip_082	1F0F	MISOError; Out0Error; Out1Error; Out2Error; Out3Error; Out4Error; Out5Error; Out6Error; Out7Error; ITuttiError; IPariError; IDispariError; COMError; 
Chip_083	Tutto ok
Chip_084	3FEF	Out2Error; Out3Error; Out4Error; Out6Error; Out7Error; 
