N,M,Chip#,Offset,Ch,TRANS,WIDTH
1,1,15,1,15,034,4,0,034,,1000.512047	151.932178	-3.709447,1000.512047	151.932178	-3.709447
1,1,15,1,15,034,2,0,034,,1006.196578	169.965218	-4.327395,1006.196578	169.965218	-4.327395
1,1,15,1,15,034,0,0,034,,1001.170672	146.909616	-2.859878,1001.170672	146.909616	-2.859878
1,1,15,1,15,206,0,0,206,,1004.359617	182.099057	-3.256758,1004.359617	182.099057	-3.256758
1,1,15,1,15,206,2,0,206,,1000.316462	206.206226	-2.530423,1000.316462	206.206226	-2.530423
1,1,15,1,15,206,4,0,206,,1001.963789	243.253070	-6.955433,1001.963789	243.253070	-6.955433
1,1,15,1,15,206,6,0,206,,1000.347811	190.917014	-2.664665,1000.347811	190.917014	-2.664665
1,1,15,1,15,206,1,0,206,,994.745467	195.106238	-6.961337,994.745467	195.106238	-6.961337
1,1,15,1,15,206,3,0,206,,1000.725772	168.137533	-3.485770,1000.725772	168.137533	-3.485770
1,1,15,1,15,206,5,0,206,,1000.945638	197.923776	-3.862876,1000.945638	197.923776	-3.862876
1,1,15,1,15,206,7,0,206,,1000.905446	275.117705	-3.639351,1000.905446	275.117705	-3.639351
1,1,15,1,15,002,2,0,002,,1001.121755	192.355386	-1.516475,1001.121755	192.355386	-1.516475
1,1,15,1,15,002,0,0,002,,1000.459851	189.462086	-1.505033,1000.459851	189.462086	-1.505033
1,1,15,1,15,002,6,0,002,,1001.002160	99.514390	-1.567013,1001.002160	99.514390	-1.567013
1,1,15,1,15,002,4,0,002,,1001.000529	210.762880	-1.365206,1001.000529	210.762880	-1.365206
1,1,15,1,15,002,3,0,002,,1000.687533	136.668233	-1.214968,1000.687533	136.668233	-1.214968
1,1,15,1,15,002,1,0,002,,1000.996322	171.868311	-1.550691,1000.996322	171.868311	-1.550691
1,1,15,1,15,002,5,0,002,,1001.000153	236.703091	-1.322186,1001.000153	236.703091	-1.322186
1,1,15,1,15,230,5,0,230,,1001.284857	150.026146	-1.428760,1001.284857	150.026146	-1.428760
1,1,15,1,15,230,7,0,230,,1001.100248	179.090770	-1.786933,1001.100248	179.090770	-1.786933
1,1,15,1,15,230,1,0,230,,1001.004338	194.945013	-1.422036,1001.004338	194.945013	-1.422036
1,1,15,1,15,230,3,0,230,,1001.000048	194.468757	-1.356576,1001.000048	194.468757	-1.356576
1,1,15,1,15,230,4,0,230,,1001.011363	113.368381	-1.290633,1001.011363	113.368381	-1.290633
1,1,15,1,15,230,6,0,230,,1002.362718	203.799913	-1.585308,1002.362718	203.799913	-1.585308
1,1,15,1,15,230,0,0,230,,1000.241226	223.863053	-1.535260,1000.241226	223.863053	-1.535260
1,1,15,1,15,230,2,0,230,,1001.000297	177.450586	-1.461389,1001.000297	177.450586	-1.461389
1,1,15,1,15,208,7,0,208,,1004.683336	173.346143	-3.765569,1004.683336	173.346143	-3.765569
1,1,15,1,15,208,5,0,208,,989.193401	192.811497	-1.682517,989.193401	192.811497	-1.682517
1,1,15,1,15,208,3,0,208,,1001.000174	188.730210	-1.317711,1001.000174	188.730210	-1.317711
1,1,15,1,15,208,1,0,208,,1010.057683	186.898009	-4.024909,1010.057683	186.898009	-4.024909
1,1,15,1,15,208,6,0,208,,999.904332	200.504621	-2.011644,999.904332	200.504621	-2.011644
1,1,15,1,15,208,4,0,208,,1001.004783	238.968821	-1.418110,1001.004783	238.968821	-1.418110
1,1,15,1,15,208,2,0,208,,1002.740705	209.037404	-1.671357,1002.740705	209.037404	-1.671357
1,1,15,1,15,208,0,0,208,,995.931119	192.499144	-5.070569,995.931119	192.499144	-5.070569
1,1,15,1,15,005,0,0,005,,1001.000654	236.214382	-1.611894,1001.000654	236.214382	-1.611894
1,1,15,1,15,005,2,0,005,,1000.999879	159.781104	-1.481633,1000.999879	159.781104	-1.481633
1,1,15,1,15,005,4,0,005,,1001.000005	188.298468	-1.320976,1001.000005	188.298468	-1.320976
1,1,15,1,15,005,6,0,005,,1001.146988	211.461162	-1.477484,1001.146988	211.461162	-1.477484
1,1,15,1,15,005,1,0,005,,1000.999906	196.861283	-1.534863,1000.999906	196.861283	-1.534863
1,1,15,1,15,005,3,0,005,,1000.823933	217.584375	-1.460252,1000.823933	217.584375	-1.460252
1,1,15,1,15,005,5,0,005,,1001.000219	151.882546	-1.267767,1001.000219	151.882546	-1.267767
1,1,15,1,15,005,7,0,005,,1001.101345	166.796179	-1.812240,1001.101345	166.796179	-1.812240
1,1,15,1,15,051,1,0,051,,1000.746084	155.520712	-1.418292,1000.746084	155.520712	-1.418292
1,1,15,1,15,051,3,0,051,,1000.999987	156.656258	-1.281380,1000.999987	156.656258	-1.281380
1,1,15,1,15,051,5,0,051,,1000.949379	156.032930	-1.422665,1000.949379	156.032930	-1.422665
1,1,15,1,15,051,7,0,051,,1000.417778	152.021904	-1.711280,1000.417778	152.021904	-1.711280
1,1,15,1,15,051,0,0,051,,1001.000071	160.146338	-1.538766,1001.000071	160.146338	-1.538766
1,1,15,1,15,051,2,0,051,,1001.078082	147.310501	-1.492107,1001.078082	147.310501	-1.492107
1,1,15,1,15,051,4,0,051,,1001.000523	115.016728	-1.257605,1001.000523	115.016728	-1.257605
1,1,15,1,15,051,6,0,051,,1001.000120	138.329530	-1.458453,1001.000120	138.329530	-1.458453
1,1,15,1,15,056,3,0,056,,1001.000157	133.151705	-1.143410,1001.000157	133.151705	-1.143410
1,1,15,1,15,056,1,0,056,,1002.815039	146.601072	-2.537786,1002.815039	146.601072	-2.537786
1,1,15,1,15,056,7,0,056,,1000.005247	190.017627	-1.536844,1000.005247	190.017627	-1.536844
1,1,15,1,15,056,5,0,056,,1000.999995	142.787514	-1.328419,1000.999995	142.787514	-1.328419
1,1,15,1,15,056,2,0,056,,1001.003406	156.495796	-1.271754,1001.003406	156.495796	-1.271754
1,1,15,1,15,056,0,0,056,,999.641812	211.003903	-2.419293,999.641812	211.003903	-2.419293
1,1,15,1,15,056,6,0,056,,1000.915156	145.325994	-1.641713,1000.915156	145.325994	-1.641713
1,1,15,1,15,056,4,0,056,,1000.999999	166.024813	-1.278219,1000.999999	166.024813	-1.278219
1,1,15,1,15,069,3,0,069,,1002.092133	134.631802	-2.514144,1002.092133	134.631802	-2.514144
1,1,15,1,15,069,1,0,069,,998.054015	196.922445	-3.534130,998.054015	196.922445	-3.534130
1,1,15,1,15,069,7,0,069,,1001.057007	197.223039	-5.125944,1001.057007	197.223039	-5.125944
1,1,15,1,15,069,5,0,069,,1001.645027	238.983089	-5.239047,1001.645027	238.983089	-5.239047
1,1,15,1,15,069,2,0,069,,997.623291	185.619127	-3.669543,997.623291	185.619127	-3.669543
1,1,15,1,15,069,0,0,069,,995.653627	214.164745	-3.699588,995.653627	214.164745	-3.699588
1,1,15,1,15,069,6,0,069,,999.619625	179.811112	-2.876820,999.619625	179.811112	-2.876820
1,1,15,1,15,069,4,0,069,,1009.967184	220.101467	-8.127625,1009.967184	220.101467	-8.127625
1,1,15,1,15,094,3,0,094,,1001.000159	182.641326	-1.348890,1001.000159	182.641326	-1.348890
1,1,15,1,15,094,1,0,094,,1000.857792	142.842443	-2.611093,1000.857792	142.842443	-2.611093
1,1,15,1,15,094,7,0,094,,1001.139988	203.661004	-1.836164,1001.139988	203.661004	-1.836164
1,1,15,1,15,094,5,0,094,,1001.008224	175.814794	-1.534066,1001.008224	175.814794	-1.534066
1,1,15,1,15,094,2,0,094,,1001.000023	204.456382	-1.326861,1001.000023	204.456382	-1.326861
1,1,15,1,15,094,0,0,094,,1044.650274	167.889673	-3.627201,1044.650274	167.889673	-3.627201
1,1,15,1,15,094,6,0,094,,1001.074847	164.828030	-1.594734,1001.074847	164.828030	-1.594734
1,1,15,1,15,094,4,0,094,,1001.002210	216.904980	-1.392917,1001.002210	216.904980	-1.392917
1,1,15,1,15,060,0,0,060,,monotona,
1,1,15,1,15,067,4,0,067,,1002.484781	154.665270	-4.019956,1002.484781	154.665270	-4.019956
1,1,15,1,15,067,6,0,067,,1004.546101	165.863950	-4.706333,1004.546101	165.863950	-4.706333
1,1,15,1,15,067,0,0,067,,1012.947241	192.392726	-4.166781,1012.947241	192.392726	-4.166781
1,1,15,1,15,067,2,0,067,,1000.812831	215.843584	-2.994291,1000.812831	215.843584	-2.994291
1,1,15,1,15,067,5,0,067,,1001.644404	199.615965	-4.033757,1001.644404	199.615965	-4.033757
1,1,15,1,15,067,7,0,067,,999.310852	210.477413	-5.217256,999.310852	210.477413	-5.217256
1,1,15,1,15,067,1,0,067,,1000.169157	179.194010	-2.492281,1000.169157	179.194010	-2.492281
1,1,15,1,15,067,3,0,067,,999.271377	142.460413	-2.796548,999.271377	142.460413	-2.796548
1,1,15,1,15,093,1,0,093,,1001.000007	143.238543	-1.356968,1001.000007	143.238543	-1.356968
1,1,15,1,15,093,3,0,093,,1001.000011	143.425102	-1.307360,1001.000011	143.425102	-1.307360
1,1,15,1,15,093,5,0,093,,1001.004277	130.210884	-1.297324,1001.004277	130.210884	-1.297324
1,1,15,1,15,093,7,0,093,,1001.014975	169.354793	-1.816826,1001.014975	169.354793	-1.816826
1,1,15,1,15,093,0,0,093,,1001.000130	177.179821	-1.538622,1001.000130	177.179821	-1.538622
1,1,15,1,15,093,2,0,093,,1000.983941	193.130032	-1.486810,1000.983941	193.130032	-1.486810
1,1,15,1,15,093,4,0,093,,1001.100665	131.105341	-1.258546,1001.100665	131.105341	-1.258546
1,1,15,1,15,093,6,0,093,,1001.007388	127.060397	-1.407501,1001.007388	127.060397	-1.407501
1,1,15,1,15,058,4,0,058,,975.320944	205.694381	-1.774191,975.320944	205.694381	-1.774191
1,1,15,1,15,058,6,0,058,,1001.408291	203.253878	-1.743910,1001.408291	203.253878	-1.743910
1,1,15,1,15,058,0,0,058,,1001.004673	201.331373	-0.780160,1001.004673	201.331373	-0.780160
1,1,15,1,15,058,2,0,058,,1001.037253	215.423196	-2.341780,1001.037253	215.423196	-2.341780
1,1,15,1,15,058,5,0,058,,1001.057399	219.562912	-1.865965,1001.057399	219.562912	-1.865965
1,1,15,1,15,058,7,0,058,,1001.000005	190.932710	-1.079274,1001.000005	190.932710	-1.079274
1,1,15,1,15,058,1,0,058,,1001.001442	194.401032	-1.587472,1001.001442	194.401032	-1.587472
1,1,15,1,15,058,3,0,058,,1004.039515	195.833634	-2.273387,1004.039515	195.833634	-2.273387
1,1,15,1,15,209,7,0,209,,1000.051556	198.492066	-1.752784,1000.051556	198.492066	-1.752784
1,1,15,1,15,209,5,0,209,,1001.001636	214.219731	-1.233426,1001.001636	214.219731	-1.233426
1,1,15,1,15,209,3,0,209,,1000.781533	167.724549	-1.340237,1000.781533	167.724549	-1.340237
1,1,15,1,15,209,1,0,209,,1000.711074	200.930510	-1.513159,1000.711074	200.930510	-1.513159
1,1,15,1,15,209,6,0,209,,1001.031309	186.744738	-1.472256,1001.031309	186.744738	-1.472256
1,1,15,1,15,209,4,0,209,,1001.000068	151.794190	-1.246625,1001.000068	151.794190	-1.246625
1,1,15,1,15,209,2,0,209,,1001.903703	183.667377	-1.604667,1001.903703	183.667377	-1.604667
1,1,15,1,15,209,0,0,209,,1001.727103	144.915189	-1.530152,1001.727103	144.915189	-1.530152
1,1,15,1,15,236,7,0,236,,1001.067359	225.711588	-1.805302,1001.067359	225.711588	-1.805302
1,1,15,1,15,236,5,0,236,,1000.999750	206.651484	-1.422374,1000.999750	206.651484	-1.422374
1,1,15,1,15,236,3,0,236,,1000.999996	243.807979	-1.334051,1000.999996	243.807979	-1.334051
1,1,15,1,15,236,1,0,236,,1000.998345	212.562004	-1.466982,1000.998345	212.562004	-1.466982
1,1,15,1,15,236,6,0,236,,1000.998925	168.706833	-1.562601,1000.998925	168.706833	-1.562601
1,1,15,1,15,236,4,0,236,,1001.001762	225.856175	-1.399615,1001.001762	225.856175	-1.399615
1,1,15,1,15,236,2,0,236,,1001.000003	180.054067	-1.384610,1001.000003	180.054067	-1.384610
1,1,15,1,15,236,0,0,236,,1001.129145	149.955641	-1.510205,1001.129145	149.955641	-1.510205
1,1,15,1,15,231,5,0,231,,1000.999582	176.849909	-1.391237,1000.999582	176.849909	-1.391237
1,1,15,1,15,231,7,0,231,,1001.107649	172.529604	-1.972855,1001.107649	172.529604	-1.972855
1,1,15,1,15,231,1,0,231,,1001.000011	188.212636	-1.387611,1001.000011	188.212636	-1.387611
1,1,15,1,15,231,3,0,231,,1001.002155	225.520079	-1.564217,1001.002155	225.520079	-1.564217
1,1,15,1,15,231,4,0,231,,1000.998864	212.624664	-1.495807,1000.998864	212.624664	-1.495807
1,1,15,1,15,231,6,0,231,,1001.000176	199.154879	-1.586023,1001.000176	199.154879	-1.586023
1,1,15,1,15,231,0,0,231,,1000.430523	203.347623	-1.539504,1000.430523	203.347623	-1.539504
1,1,15,1,15,231,2,0,231,,1001.003590	236.629427	-1.553807,1001.003590	236.629427	-1.553807
1,1,15,1,15,003,2,0,003,,1001.017759	181.235163	-1.391851,1001.017759	181.235163	-1.391851
1,1,15,1,15,003,0,0,003,,1001.006152	121.021705	-1.412010,1001.006152	121.021705	-1.412010
1,1,15,1,15,003,6,0,003,,1001.000496	126.451210	-1.492627,1001.000496	126.451210	-1.492627
1,1,15,1,15,003,4,0,003,,1001.000188	169.785474	-1.299420,1001.000188	169.785474	-1.299420
1,1,15,1,15,003,3,0,003,,1000.999956	165.925029	-1.342776,1000.999956	165.925029	-1.342776
1,1,15,1,15,003,1,0,003,,1000.999967	160.063164	-1.460430,1000.999967	160.063164	-1.460430
1,1,15,1,15,003,7,0,003,,1001.122248	123.809771	-1.829993,1001.122248	123.809771	-1.829993
1,1,15,1,15,003,5,0,003,,1000.769409	152.982871	-1.177658,1000.769409	152.982871	-1.177658
1,1,15,1,15,238,0,0,238,,1001.005034	184.589498	-1.545552,1001.005034	184.589498	-1.545552
1,1,15,1,15,238,2,0,238,,1001.008217	149.451799	-1.227222,1001.008217	149.451799	-1.227222
1,1,15,1,15,238,4,0,238,,1000.999961	140.581262	-1.274352,1000.999961	140.581262	-1.274352
1,1,15,1,15,238,6,0,238,,1000.998804	140.552820	-1.436705,1000.998804	140.552820	-1.436705
1,1,15,1,15,238,1,0,238,,1000.999931	145.769673	-1.441915,1000.999931	145.769673	-1.441915
1,1,15,1,15,238,3,0,238,,1000.999994	221.697827	-1.280446,1000.999994	221.697827	-1.280446
1,1,15,1,15,238,5,0,238,,1001.050283	167.463447	-1.364620,1001.050283	167.463447	-1.364620
1,1,15,1,15,238,7,0,238,,1000.997794	196.859768	-1.778583,1000.997794	196.859768	-1.778583
1,1,15,1,15,207,0,0,207,,1000.332392	220.316476	-1.950779,1000.332392	220.316476	-1.950779
1,1,15,1,15,207,2,0,207,,1001.000380	182.314887	-1.533547,1001.000380	182.314887	-1.533547
1,1,15,1,15,207,4,0,207,,1001.543602	203.478174	-1.645713,1001.543602	203.478174	-1.645713
1,1,15,1,15,207,6,0,207,,1000.987673	193.375669	-1.438262,1000.987673	193.375669	-1.438262
1,1,15,1,15,207,1,0,207,,1000.993757	140.286404	-1.291324,1000.993757	140.286404	-1.291324
1,1,15,1,15,207,3,0,207,,1001.000025	177.400599	-1.351995,1001.000025	177.400599	-1.351995
1,1,15,1,15,207,5,0,207,,1001.000001	175.478171	-1.202928,1001.000001	175.478171	-1.202928
1,1,15,1,15,207,7,0,207,,1001.006709	160.792272	-1.527890,1001.006709	160.792272	-1.527890
1,1,15,1,15,035,7,0,035,,1001.010592	151.387396	-1.764805,1001.010592	151.387396	-1.764805
1,1,15,1,15,035,5,0,035,,1001.089548	187.201929	-1.440388,1001.089548	187.201929	-1.440388
1,1,15,1,15,035,3,0,035,,1000.834336	196.368571	-2.937997,1000.834336	196.368571	-2.937997
1,1,15,1,15,035,1,0,035,,998.219179	256.758432	-1.977180,998.219179	256.758432	-1.977180
1,1,15,1,15,035,6,0,035,,1000.763641	167.476534	-1.466105,1000.763641	167.476534	-1.466105
1,1,15,1,15,035,4,0,035,,1000.994973	168.364327	-1.357413,1000.994973	168.364327	-1.357413
1,1,15,1,15,035,2,0,035,,999.524906	228.016064	-2.986315,999.524906	228.016064	-2.986315
1,1,15,1,15,035,0,0,035,,1012.969593	197.362463	-6.163912,1012.969593	197.362463	-6.163912
1,1,15,1,15,032,5,0,032,,1000.985932	195.267784	-1.760751,1000.985932	195.267784	-1.760751
1,1,15,1,15,032,7,0,032,,1000.715141	184.771104	-2.564483,1000.715141	184.771104	-2.564483
1,1,15,1,15,032,1,0,032,,1001.018925	140.460832	-1.637125,1001.018925	140.460832	-1.637125
1,1,15,1,15,032,3,0,032,,999.053602	196.055857	-1.887019,999.053602	196.055857	-1.887019
1,1,15,1,15,032,4,0,032,,1001.106089	174.327494	-2.001289,1001.106089	174.327494	-2.001289
1,1,15,1,15,032,6,0,032,,1001.036815	125.854628	-1.712251,1001.036815	125.854628	-1.712251
1,1,15,1,15,032,0,0,032,,1000.999892	207.257027	-2.129474,1000.999892	207.257027	-2.129474
1,1,15,1,15,032,2,0,032,,1000.015218	139.444971	-2.029653,1000.015218	139.444971	-2.029653
1,1,15,1,15,200,2,0,200,,1001.007561	152.263979	-1.311676,1001.007561	152.263979	-1.311676
1,1,15,1,15,200,0,0,200,,1001.113643	159.573161	-1.617046,1001.113643	159.573161	-1.617046
1,1,15,1,15,200,6,0,200,,1001.012044	158.159752	-1.397582,1001.012044	158.159752	-1.397582
1,1,15,1,15,200,4,0,200,,1001.000025	185.282601	-1.394987,1001.000025	185.282601	-1.394987
1,1,15,1,15,200,3,0,200,,1000.692333	158.537773	-1.300137,1000.692333	158.537773	-1.300137
1,1,15,1,15,200,1,0,200,,1001.002833	188.929552	-1.398771,1001.002833	188.929552	-1.398771
1,1,15,1,15,200,7,0,200,,1001.327654	257.143046	-1.985736,1001.327654	257.143046	-1.985736
1,1,15,1,15,200,5,0,200,,1001.002671	161.300203	-1.226331,1001.002671	161.300203	-1.226331
1,1,15,1,15,092,1,0,092,,1000.999982	187.737288	-1.352853,1000.999982	187.737288	-1.352853
1,1,15,1,15,092,3,0,092,,1001.000071	157.742988	-1.268500,1001.000071	157.742988	-1.268500
1,1,15,1,15,092,5,0,092,,1000.999998	165.811635	-1.311398,1000.999998	165.811635	-1.311398
1,1,15,1,15,092,7,0,092,,1000.811159	183.132808	-1.720348,1000.811159	183.132808	-1.720348
1,1,15,1,15,092,0,0,092,,1000.298206	171.495404	-1.601066,1000.298206	171.495404	-1.601066
1,1,15,1,15,092,2,0,092,,1001.000021	188.366020	-1.356406,1001.000021	188.366020	-1.356406
1,1,15,1,15,092,4,0,092,,1000.999874	218.666247	-1.395520,1000.999874	218.666247	-1.395520
1,1,15,1,15,092,6,0,092,,1001.000059	146.284652	-1.437719,1001.000059	146.284652	-1.437719
1,1,15,1,15,254,3,0,254,,1000.824714	152.918442	-1.259017,1000.824714	152.918442	-1.259017
1,1,15,1,15,254,1,0,254,,1000.135306	208.877212	-1.265905,1000.135306	208.877212	-1.265905
1,1,15,1,15,254,7,0,254,,1000.130891	127.464682	-1.792638,1000.130891	127.464682	-1.792638
1,1,15,1,15,254,5,0,254,,1000.999992	171.669084	-1.269150,1000.999992	171.669084	-1.269150
1,1,15,1,15,254,2,0,254,,1001.000138	157.698418	-1.318558,1001.000138	157.698418	-1.318558
1,1,15,1,15,254,0,0,254,,1001.003988	162.644031	-1.548795,1001.003988	162.644031	-1.548795
1,1,15,1,15,254,6,0,254,,1000.974206	179.465807	-1.604157,1000.974206	179.465807	-1.604157
1,1,15,1,15,254,4,0,254,,1001.024284	118.725471	-1.167070,1001.024284	118.725471	-1.167070
1,1,15,1,15,059,4,0,059,,1001.565824	206.044008	-3.532253,1001.565824	206.044008	-3.532253
1,1,15,1,15,059,6,0,059,,1005.421934	209.432853	-2.490584,1005.421934	209.432853	-2.490584
1,1,15,1,15,059,0,0,059,,1002.157672	176.905239	-3.629888,1002.157672	176.905239	-3.629888
1,1,15,1,15,059,2,0,059,,1001.211833	170.538921	-2.525842,1001.211833	170.538921	-2.525842
1,1,15,1,15,059,5,0,059,,1001.943868	179.498414	-4.066530,1001.943868	179.498414	-4.066530
1,1,15,1,15,059,7,0,059,,996.815454	143.415305	-2.084508,996.815454	143.415305	-2.084508
1,1,15,1,15,059,1,0,059,,1004.423312	200.962048	-2.795278,1004.423312	200.962048	-2.795278
1,1,15,1,15,059,3,0,059,,1000.461722	205.302760	-1.907790,1000.461722	205.302760	-1.907790
1,1,15,1,15,061,6,0,061,,1001.000047	238.278006	-1.429469,1001.000047	238.278006	-1.429469
1,1,15,1,15,061,4,0,061,,1001.372056	254.591231	-1.516917,1001.372056	254.591231	-1.516917
1,1,15,1,15,061,2,0,061,,1000.999983	188.054132	-1.416147,1000.999983	188.054132	-1.416147
1,1,15,1,15,061,0,0,061,,1001.002792	197.507373	-1.589941,1001.002792	197.507373	-1.589941
1,1,15,1,15,061,7,0,061,,1001.021593	227.172821	-1.724693,1001.021593	227.172821	-1.724693
1,1,15,1,15,061,5,0,061,,1001.001375	177.895571	-1.366094,1001.001375	177.895571	-1.366094
1,1,15,1,15,061,3,0,061,,1001.005296	164.125557	-1.351983,1001.005296	164.125557	-1.351983
1,1,15,1,15,061,1,0,061,,1001.187802	205.618920	-1.413209,1001.187802	205.618920	-1.413209
1,1,15,1,15,095,3,0,095,,1002.310789	195.780236	-3.620754,1002.310789	195.780236	-3.620754
1,1,15,1,15,095,1,0,095,,1004.584668	181.727316	-3.179056,1004.584668	181.727316	-3.179056
1,1,15,1,15,095,7,0,095,,1000.406677	183.675449	-4.688583,1000.406677	183.675449	-4.688583
1,1,15,1,15,095,5,0,095,,1004.155135	187.724785	-3.886621,1004.155135	187.724785	-3.886621
1,1,15,1,15,095,2,0,095,,1002.255638	185.170805	-3.337314,1002.255638	185.170805	-3.337314
1,1,15,1,15,095,0,0,095,,988.691355	200.058104	-4.132636,988.691355	200.058104	-4.132636
1,1,15,1,15,095,6,0,095,,1001.005685	210.662720	-8.360486,1001.005685	210.662720	-8.360486
1,1,15,1,15,095,4,0,095,,1006.206695	180.221895	-4.297275,1006.206695	180.221895	-4.297275
1,1,15,1,15,057,3,0,057,,999.807505	195.742744	-6.077854,999.807505	195.742744	-6.077854
1,1,15,1,15,057,1,0,057,,1004.698013	223.096949	-4.754512,1004.698013	223.096949	-4.754512
1,1,15,1,15,057,7,0,057,,999.890316	241.514238	-6.804880,999.890316	241.514238	-6.804880
1,1,15,1,15,057,5,0,057,,1000.203909	204.028641	-4.257193,1000.203909	204.028641	-4.257193
1,1,15,1,15,057,2,0,057,,1002.578915	271.950341	-4.113760,1002.578915	271.950341	-4.113760
1,1,15,1,15,057,0,0,057,,1002.633635	193.782767	-4.368311,1002.633635	193.782767	-4.368311
1,1,15,1,15,057,6,0,057,,997.206967	188.586607	-4.691307,997.206967	188.586607	-4.691307
1,1,15,1,15,057,4,0,057,,996.210945	240.992279	-8.897852,996.210945	240.992279	-8.897852
1,1,15,1,15,068,3,0,068,,1000.891439	179.416641	-1.987675,1000.891439	179.416641	-1.987675
1,1,15,1,15,068,1,0,068,,1001.027166	212.428066	-1.025026,1001.027166	212.428066	-1.025026
1,1,15,1,15,068,7,0,068,,997.599730	228.801771	-3.878571,997.599730	228.801771	-3.878571
1,1,15,1,15,068,5,0,068,,1000.678054	175.586207	-1.712612,1000.678054	175.586207	-1.712612
1,1,15,1,15,068,2,0,068,,1003.542270	195.927756	-2.756542,1003.542270	195.927756	-2.756542
1,1,15,1,15,068,0,0,068,,1005.692240	233.098976	-3.697288,1005.692240	233.098976	-3.697288
1,1,15,1,15,068,6,0,068,,1000.248448	176.721070	-2.062640,1000.248448	176.721070	-2.062640
1,1,15,1,15,068,4,0,068,,1001.001580	160.130754	-2.135483,1001.001580	160.130754	-2.135483
1,1,15,1,15,050,1,0,050,,999.771382	196.074384	-2.385267,999.771382	196.074384	-2.385267
1,1,15,1,15,050,3,0,050,,999.723986	140.127653	-1.681335,999.723986	140.127653	-1.681335
1,1,15,1,15,050,5,0,050,,1001.004491	201.611404	-1.521529,1001.004491	201.611404	-1.521529
1,1,15,1,15,050,7,0,050,,1000.998103	218.848625	-1.748312,1000.998103	218.848625	-1.748312
1,1,15,1,15,050,0,0,050,,999.222420	216.655529	-2.373663,999.222420	216.655529	-2.373663
1,1,15,1,15,050,2,0,050,,997.122656	218.023311	-2.635254,997.122656	218.023311	-2.635254
1,1,15,1,15,050,4,0,050,,1001.000122	166.642551	-1.334801,1001.000122	166.642551	-1.334801
1,1,15,1,15,050,6,0,050,,1000.996039	221.763207	-1.445844,1000.996039	221.763207	-1.445844
1,1,15,1,15,122,3,0,122,,1001.106371	217.590902	-1.367410,1001.106371	217.590902	-1.367410
1,1,15,1,15,122,1,0,122,,1001.493559	195.889793	-1.364457,1001.493559	195.889793	-1.364457
1,1,15,1,15,122,7,0,122,,1001.022983	185.560742	-1.758727,1001.022983	185.560742	-1.758727
1,1,15,1,15,122,5,0,122,,1000.992058	215.315804	-1.339892,1000.992058	215.315804	-1.339892
1,1,15,1,15,122,2,0,122,,1000.999954	162.688466	-1.361027,1000.999954	162.688466	-1.361027
